,disease.filename,disease.name,disease.summary
902,Rubeola,Measles ,"Measles, also known as morbilli, rubeola, or red measles, is a highly contagious infection caused by the measles virus.[1][2] Initial signs and symptoms typically include fever, often greater than 40 °C (104.0 °F), cough, runny nose, and red eyes.[1][3] Two or three days after the start of symptoms, small white spots may form inside the mouth, known as Koplik's spots. A red, flat rash which usually starts on the face and then spreads to the rest of the body typically begins three to five days after the start of symptoms.[3] Symptoms usually develop 10–12 days after exposure to an infected person and last 7–10 days.[4][5] Complications occur in about 30% and may include diarrhea, blindness, inflammation of the brain, and pneumonia among others.[4][6]Rubella (German measles) and roseola are different diseases.[7]"
903,Rudiger_syndrome,Rudiger syndrome ,"Rudiger syndrome is a congenital disorder characterized by the association of severe growth retardation with abnormalities of the extremities, urogenital abnormalities and facial abnormalities.[1] It has been described in a family where an affected brother and sister died as infants.[2] Both autosomal recessive and autosomal dominant inheritance have been suggested with the disorder.[1][3]"
904,Rumination_syndrome,Rumination syndrome ,"Rumination syndrome, or Merycism, is an under-diagnosed chronic motility disorder characterized by effortless regurgitation of most meals following consumption, due to the involuntary contraction of the muscles around the abdomen.[1] There is no retching, nausea, heartburn, odour, or abdominal pain associated with the regurgitation, as there is with typical vomiting. The disorder has been historically documented as affecting only infants, young children, and people with cognitive disabilities (the prevalence is as high as 10% in institutionalized patients with various mental disabilities). Today it is being diagnosed in increasing numbers of otherwise healthy adolescents and adults, though there is a lack of awareness of the condition by doctors, patients and the general public."
905,Saal_Greenstein_syndrome,Saal Greenstein syndrome ,"Saal Greenstein syndrome is a very rare autosomal recessive genetic disorder characterized by stunted growth, short limbs, microcephaly, and an anomalous cleavage of the anterior chamber of the eye. The disorder is similar to Robinow syndrome except for anterior chamber anomalies and, in one case, hydrocephalus.[1]"
906,Sacral_agenesis,Caudal regression syndrome ,Caudal regression syndrome or sacral agenesis (or hypoplasia of the sacrum) is a congenital disorder in which there is abnormal fetal development of the lower spine—the caudal partition of the spine.[1]
907,Salivary_disorder,Salivary gland ,"The salivary glands in mammals are exocrine glands, glands with ducts, that produce saliva. They also secrete amylase, an enzyme that breaks down starch into maltose."
908,Sandhoff_disease,Sandhoff disease ,"Sandhoff disease, also known as Sandhoff-Jatzkewitz disease, variant 0 of GM2-Gangliosidosis or Hexosaminidase A and B deficiency, is a lysosomal genetic, lipid storage disorder caused by the inherited deficiency to create functional beta-hexosaminidases A and B.[1][2] These catabolic enzymes are needed to degrade the neuronal membrane components, ganglioside GM2, its derivative GA2, the glycolipid globoside in visceral tissues,[1] and some oligosaccharides. Accumulation of these metabolites leads to a progressive destruction of the central nervous system and eventually to death.[1][3] The rare autosomal recessive[4][5] neurodegenerative disorder is clinically almost indistinguishable from Tay-Sachs disease, another genetic disorder that disrupts beta-hexosaminidases A and S. There are three subsets of Sandhoff disease based on when first symptoms appear: classic infantile, juvenile and adult late onset."
909,SAPHO_syndrome,SAPHO syndrome ,"SAPHO syndrome includes a variety of inflammatory bone disorders that may be associated with skin changes. These diseases share some clinical, radiologic, and pathologic characteristics."
910,SCARF_syndrome,SCARF syndrome ,"SCARF syndrome is a rare syndrome characterized by skeletal abnormalities, cutis laxa, craniostenosis, ambiguous genitalia, retardation, and facial abnormalities. It shares some features with Lenz-Majewski hyperostotic dwarfism syndrome."
911,Scarlet_fever,Scarlet fever ,"Scarlet fever (also called scarlatina in older literature)[1] is an infectious disease which most commonly affects children. Signs and symptoms include sore throat, fever, and a characteristic red rash. Scarlet fever is usually spread by inhalation. There is no vaccine, but the disease is effectively treated with antibiotics. Most of the clinical features are caused by erythrogenic toxin, a substance produced by the bacterium Streptococcus pyogenes (group A streptococcus) when it is infected by a certain bacteriophage."
912,Schambergs_disease_pigmentation_disorder,Schamberg disease ,"Schamberg Disease, (also known as ""Progressive pigmentary dermatosis of Schamberg"",[1] ""Purpura pigmentosa progressiva"" (PPP),[1] and ""Schamberg's purpura""[1]) is a chronic discoloration of the skin found in people of all ages, usually affecting the legs. It slowly spreads throughout the body, and is most common in males.[2]:829 It is named after Jay Frank Schamberg, who described it in 1901."
913,Schizoaffective_disorder,Schizoaffective disorder ,"Schizoaffective disorder (abbreviated as SZA or SAD[note 1]) is a mental disorder characterized by abnormal thought processes and deregulated emotions.[1][2] The diagnosis is made when the patient has features of both schizophrenia and a mood disorder—either bipolar disorder or depression—but does not strictly meet diagnostic criteria for either alone.[1][2] The bipolar type is distinguished by symptoms of mania, hypomania, or mixed episode; the depressive type by symptoms of depression only.[1][2] Common symptoms of the disorder include hallucinations, paranoid delusions, and disorganized speech and thinking.[3] The onset of symptoms usually begins in young adulthood, currently with an uncertain lifetime prevalence because the disorder was redefined, but DSM-IV prevalence estimates were less than 1 percent of the population, in the range of 0.5 to 0.8 percent.[4] Diagnosis is based on observed behavior and the patient's reported experiences."
914,Schizophrenia,Schizophrenia ,"Schizophrenia (/<U+02CC>sk<U+026A>ts<U+0275>'fr<U+025B>ni<U+0259>/ or /<U+02CC>sk<U+026A>ts<U+0275>'fri<U+02D0>ni<U+0259>/) is a mental disorder often characterized by abnormal social behavior and failure to recognize what is real. Common symptoms include false beliefs, unclear or confused thinking, auditory hallucinations, reduced social engagement and emotional expression, and lack of motivation. Diagnosis is based on observed behavior and the person's reported experiences."
915,Schizophreniform_disorder,Schizophreniform disorder ,"Schizophreniform disorder is a mental disorder diagnosed when symptoms of schizophrenia are present for a significant portion of the time within a one-month period, but signs of disruption are not present for the full six months required for the diagnosis of schizophrenia."
916,Schmitt_Gillenwater_Kelly_syndrome,Schmitt Gillenwater Kelly syndrome ,"Schmitt Gillenwater Kelly syndrome is a rare autosomal dominant[1]congenital disorder consisting of radial hypoplasia, triphalangeal thumbs, hypospadias, and maxillary diastema.[1][2]"
917,Schwartz8093Jampel_syndrome,Schwartz–Jampel syndrome ,"Schwartz–Jampel syndrome (SJS) is a rare genetic disease caused by a mutation in the HSPG2 gene, which makes the protein perlecan,[1] and causing osteochondrodysplasia associated with myotonia.[2]"
918,Sciatica,Sciatica ,"Sciatica (/sa<U+026A>'æt<U+026A>k<U+0259>/), also known as sciatic neuritis, sciatic neuralgia, or lumbar radiculopathy, is when pain is felt going down the leg from the back.[1] This pain may go down the back, outside, or front of the leg. Typically, symptoms are only on one side of the body. Certain causes; however, may result in pain on both sides. Lower back pain is sometimes but not always present. Weakness or numbness may occur in various parts of the leg and foot.[2]"
919,Scleredema,Scleredema ,"Scleredema, also known as Buschke disease, scleredema of Buschke, and scleredema adultorum,[1][2] is a rare, self-limiting skin condition defined by progressive thickening and hardening of the skin, usually on the areas of the upper back, neck, shoulders and face.[3] The skin may also change color to red or orange. The disease was discovered by Abraham Buschke. Although the cause of scleredema is unknown, it is usually associated with a disease, usually diabetes,[4] a viral illness or strep throat.[5] It is usually not fatal, but it may cause death if the disease spreads to the internal organs.[3] It may also cause an infection.[5]"
920,Scleroderma,Scleroderma ,"Scleroderma, also known as systemic sclerosis, is a chronic systemic autoimmune disease characterised by hardening (sclero) of the skin (derma). In the more severe form, it also affects internal organs.[1][2]"
921,Sclerosing_cholangitis,Primary sclerosing cholangitis ,"Primary sclerosing cholangitis (PSC) is a disease of the bile ducts that causes inflammation and subsequent obstruction of bile ducts both inside and outside of the liver. The inflammation impedes the flow of bile to the gut, which can ultimately lead to cirrhosis of the liver, liver failure, and liver cancer. The underlying cause of the inflammation is believed to be autoimmunity;[1] and more than 80% of those with PSC have ulcerative colitis.[2] The definitive treatment is a liver transplant."
922,Sclerosteosis,Sclerostin ,"2K8P, 3SOV"
923,Scoliosis_with_unilateral_unsegmented_bar,Scoliosis ,"Scoliosis (/<U+02CC>sk<U+0252>l<U+026A>'o<U+028A>s<U+026A>s/;[1] from Ancient Greek: s<U+03BA><U+03BF><U+03BB><U+03AF><U+03C9>s<U+03B9><U+03C2> skoliosis ""bending""[2]) is a medical condition in which a person's spinal axis has a three-dimensional deviation.[3] Although it is a complex three-dimensional condition, on an X-ray, viewed from the rear, the spine of an individual with scoliosis can resemble an ""S"" or a ""?"", rather than a straight line.[4]"
924,Scotoma,Scotoma ,"A scotoma (Greek s<U+03BA><U+03CC>t<U+03BF><U+03C2>/skótos, darkness; plural: scotomas or scotomata) is an area of partial alteration in the field of vision consisting of a partially diminished or entirely degenerated visual acuity that is surrounded by a field of normal – or relatively well-preserved – vision."
925,Scott_syndrome,Scott syndrome ,"Scott syndrome is a rare congenital bleeding disorder that is due to a defect in a platelet mechanism required for blood coagulation.[1] When normal platelets are activated, as may occur at sites of vascular injury, phosphatidylserine (PS) in the inner leaflet of the platelet membrane is transported to the outer membrane surface of the platelet, where it provides a binding site for plasma protein complexes, such as factor VIIIa-IXa (tenase) and factor Va-Xa (prothrombinase), that are involved in the conversion of prothrombin to thrombin.[2] In Scott syndrome, the mechanism for translocating PS to the platelet membrane is defective, resulting in impaired thrombin formation.[3][4][5] A similar defect in PS translocation has also been demonstrated in Scott syndrome red blood cells and Epstein-Barr virus transformed lymphocytes, suggesting that the defect in Scott syndrome reflects a mutation in a stem cell that affects multiple hematological lineages. The basis for the defect in PS translocation is, at present, unknown. A candidate protein, scramblase,[6] that may be involved in this process appears to be normal in Scott syndrome platelets.[7] Other possible defects in PS translocation, reported in some patients, require further study.[8] The initially reported patient with Scott Syndrome has been found to have a mutation at a splice-acceptor site of the gene encoding transmembrane protein 16F (TMEM16F)[9]. At present, the only treatment for episodes of bleeding is the transfusion of normal platelets."
926,Seablue_histiocytosis,Sea-blue histiocytosis ,Sea-blue histiocytosis is a cutaneous condition that may occur as a familial inherited syndrome or as an acquired secondary or systemic infiltrative process.[1]:720
927,Seasonal_affective_disorder,Seasonal affective disorder ,"Seasonal affective disorder (SAD), also known as winter depression, winter blues, summer depression, summertime sadness, or seasonal depression, is a mood disorder subset in which people who have normal mental health throughout most of the year experience depressive symptoms in the winter or summer.[1]"
928,Secernentea_Infections,Secernentea ,"Diplogasteria (disputed)Rhabditia (paraphyletic?)SpiruriaTylenchia (disputed)
and see text"
929,Segmental_neurofibromatosis,Neurofibromatosis type I ,"Neurofibromatosis type I (NF-1) is a tumor disorder that is caused by the mutation of a gene on chromosome 17 that is responsible for control of cell division. NF-1 causes tumors along the nervous system. Common symptoms of NF-1 include scoliosis (curvature of the spine), learning disabilities, vision disorders, and epilepsy."
930,Selfdefeating_personality_disorder,Self-defeating personality disorder ,"Self-defeating personality disorder (also known as masochistic personality disorder) is a proposed personality disorder. It was discussed in an appendix of the manual's revised third edition (DSM-III-R) in 1987, but was never formally admitted into the Diagnostic and Statistical Manual of Mental Disorders (DSM). As an alternative, the diagnosis personality disorder not otherwise specified may be used instead. Some researchers and theorists continue to use its criteria. It has an official code number, 301.90.[1]"
931,Seminoma,Seminoma ,"Seminoma (also known as pure seminoma or classical seminoma) is a germ cell tumor of the testicle or, more rarely, the mediastinum or other extra-gonadal locations. It is a malignant neoplasm and is one of the most treatable and curable cancers, with a survival rate above 95% if discovered in early stages.[1]"
932,Sepsis,Sepsis ,"Sepsis (/'s<U+025B>ps<U+0268>s/) is a whole-body inflammation caused by an infection.[1] Common signs and symptoms include fever, increased heart rate, increased breathing rate, and confusion.[2] There may also be symptoms related to a specific infection such as a cough with pneumonia or painful urination, with a kidney infection. In the very young, old, and people with a weakened immune system, there may be no symptoms of a specific infection and the body temperature may be low or normal rather than high.[3]Severe sepsis is sepsis causing poor organ function or insufficient blood flow. Insufficient blood flow may be evident by low blood pressure, high blood lactate, or low urine output. Septic shock is low blood pressure due to sepsis that does not improve after reasonable amounts of intravenous fluids are given.[1]"
933,Severe_acute_respiratory_syndrome,Severe acute respiratory syndrome ,"Severe acute respiratory syndrome (SARS) is a viral respiratory disease of zoonotic origin caused by the SARS coronavirus (SARS-CoV). Between November 2002 and July 2003, an outbreak of SARS in southern China caused an eventual 8,096 cases and 774 deaths reported in multiple countries with the majority of cases in Hong Kong[1] (9.6% fatality rate) according to the World Health Organization (WHO).[2] Within weeks, SARS spread from Hong Kong to infect individuals in 37 countries in early 2003.[3] It then was eradicated by January the following year.[4]"
934,Severe_combined_immunodeficiency,Severe combined immunodeficiency ,"Severe combined immunodeficiency, SCID, also known as alymphocytosis, Glanzmann–Riniker syndrome, severe mixed immunodeficiency syndrome, and thymic alymphoplasia,[1] is a genetic disorder characterized by the disturbed development of functional T cells and B cells[2] caused by numerous genetic mutations that result in heterogeneous clinical presentations. SCID involves defective antibody response due to either direct involvement with B lymphocytes or through improper B lymphocyte activation due to non-functional T-helper cells.[3] Consequently, both ""arms"" (B cells and T cells) of the adaptive immune system are impaired due to a defect in one of several possible genes. SCID is the most severe form of primary immunodeficiencies,[4] and there are now at least nine different known genes in which mutations lead to a form of SCID.[5] It is also known as the bubble baby disease and bubble boy disease because its victims are extremely vulnerable to infectious diseases and some of them, such as David Vetter, have become famous for living in a sterile environment. SCID is the result of an immune system so highly compromised that it is considered almost absent."
935,Sexually_transmitted_disease,Sexually transmitted infection ,"Sexually transmitted infections (STI), also referred to as sexually transmitted diseases (STD) and venereal diseases (VD), are infections that are commonly spread by sex, especially vaginal intercourse, anal sex and oral sex. Most STIs initially do not cause symptoms.[1] This results in a greater risk of passing the disease on to others.[2][3] Symptoms and signs of disease may include vaginal discharge, penile discharge, ulcers on or around the genitals, and pelvic pain. STIs acquired before or during birth may result in poor outcomes for the baby. Some STIs may cause problems with the ability to get pregnant.[1]"
936,Shellfish_poisoning,Shellfish poisoning ,"There are four syndromes called shellfish poisoning, which share some common features and are primarily associated with bivalve molluscs (such as mussels, clams, oysters and scallops).[1] These shellfish are filter feeders and, therefore, accumulate toxins produced by microscopic algae, such as dinoflagellates and diatoms, and cyanobacteria."
937,Shigellosis,Shigellosis ,"Shigellosis, also known as bacillary dysentery or Marlow Syndrome, in its most severe manifestation, is a foodborne illness caused by infection by bacteria of the genus Shigella. Shigellosis rarely occurs in animals other than humans.[1]"
938,Shingles,Shingles ,"Shingles, also known as zoster, herpes zoster, or zona, is a viral disease characterized by a painful skin rash with blisters involving a limited area.[1][2] Typically the rash occurs on either the left or right of the body or face in a single stripe. Two to four days before the rash occurs there may be pain or tingling in the area. Otherwise there are typically few symptoms.[3] The rash usually heals within two to four weeks;[1] however, some people develop ongoing nerve pain which may last for months or years, a condition called postherpetic neuralgia. In those with poor immune function the rash may occur widely.[3] If the rash involves the eye, vision loss may occur.[1]"
939,Short_bowel_syndrome,Short bowel syndrome ,"Short bowel syndrome (SBS, also short gut syndrome or simply short gut) is a malabsorption disorder caused by the surgical removal of the small intestine, or rarely due to the complete dysfunction of a large segment of bowel. Most cases are acquired, although some children are born with a congenital short bowel. It usually does not develop unless more than two thirds of the small intestine have been removed. SBS has been designated a rare disease by the EMA,[1] and is eligible for orphan drug designation according to the U.S. Food and Drug Administration (FDA).[2] There are roughly 3,500 adults and 9,000 children with SBS in the USA alone."
940,Short_QT_syndrome,Short QT syndrome ,"Short QT syndrome is a genetic disease of the electrical system of the heart. It consists of a constellation of signs and symptoms, consisting of a short QT interval on an EKG (= 300 ms) that does not significantly change with heart rate, tall and peaked T waves, and a structurally normal heart. Short QT syndrome appears to be inherited in an autosomal dominant pattern, and a few affected families have been identified."
941,Short_ribpolydactyly_syndrome,Short rib – polydactyly syndrome ,32791 32793
942,Short_ribpolydactyly_syndrome_Majewski_type,Majewski's polydactyly syndrome ,"Majewski's polydactyly syndrome, also known as polydactyly with neonatal chondrodystrophy type I, short rib-polydactyly syndrome type II, and short rib-polydactyly syndrome, is a lethal form of neonatal dwarfism characterized by osteochondrodysplasia (skeletal abnormalities in the development of bone and cartilage) with a narrow thorax, polysyndactyly, disproportionately short tibiae, thorax dysplasia, hypoplastic lungs and respiratory insufficiency. Associated anomalies include protruding abdomen, brachydactyly, peculiar faces, hypoplastic epiglottis, cardiovascular defects, renal cysts, and also genital anomalies. Death occurs before or at birth."
943,Short_ribpolydactyly_syndrome_VermaNaumoff_type,Short rib – polydactyly syndrome ,32791 32793
944,Shwachman_syndrome,Shwachman–Diamond syndrome ,"Shwachman–Diamond syndrome (SDS) or Shwachman–Bodian–Diamond syndrome is a rare congenital disorder characterized by exocrine pancreatic insufficiency, bone marrow dysfunction, skeletal abnormalities, and short stature. After cystic fibrosis (CF), it is the second most common cause of exocrine pancreatic insufficiency in children."
945,Sialuria_French_type,Sialuria ,Sialuria is a condition where there is increased sialic acid in the urine.
946,Silent_sinus_syndrome,Silent sinus syndrome ,"Silent sinus syndrome is a spontaneous, asymptomatic collapse of the maxillary sinus and orbital floor associated with negative sinus pressures. It can cause painless facial asymmetry, diplopia and enophthalmos. Usually the diagnosis is suspected clinically, and it can be confirmed radiologically by characteristic imaging features that include maxillary sinus outlet obstruction, sinus opacification, and sinus volume loss caused by inward retraction of the sinus walls. Treatment is surgical involving making an outlet for mucous drainage from the obstructed sinus."
947,Silicosiderosis,Pneumoconiosis ,"Pneumoconiosis is an occupational lung disease and a restrictive lung disease caused by the inhalation of dust, often in mines."
948,Simian_B_virus_infection,Herpes B virus ,"Herpes simian B virus (Macacine herpesvirus 1 (formerly Cercopithecine herpesvirus 1, CHV-1[1]), Herpesvirus simiae, B virus) is the endemic simplexvirus of macaque monkeys. B virus is an alphaherpesvirus, which consists of a subset of herpes viruses that travel within hosts using the peripheral nerves. As such, this neurotropic virus is not found in the blood."
949,Singleton_Merten_syndrome,Singleton Merten syndrome ,Singleton Merten Syndrome is an autosomal dominate genetic disorder with variable expression with an onset of symptoms during childhood.
950,Sirenomelia,Sirenomelia ,"Sirenomelia, alternatively known as Mermaid Syndrome, is a very rare congenital deformity in which the legs are fused together, giving them the appearance of a mermaid's tail."
951,Sly_syndrome,Sly syndrome ,"Sly syndrome, also called Mucopolysaccharidosis Type VII or MPS, is an autosomal recessive lysosomal storage disease characterized by a deficiency of the enzyme ß-glucuronidase, a lysosomal enzyme. Sly syndrome belongs to a group of disorders known as mucopolysaccharidoses, which are lysosomal storage diseases. In Sly syndrome, the deficiency in ß-glucuronidase leads to the accumulation of certain complex carbohydrates (mucopolysaccharides) in many tissues and organs of the body."
952,Somatostatinoma,Somatostatinoma ,"Somatostatinoma is a malignant tumor of the delta cells of the endocrine pancreas that produces somatostatin. Increased levels of somatostatin inhibit pancreatic hormones and gastrointestinal hormones. Thus somatostatinomas are associated with mild diabetes mellitus (due to inhibition of insulin release), steatorrhoea and gallstones (due to inhibition of cholecystokinin release), and achlorhydria (due to inhibition of gastrin release). Somatostatinomas are commonly found in head of pancreas."
953,Spasmodic_dysphonia,Spasmodic dysphonia ,Spasmodic dysphonia (or laryngeal dystonia) is a voice disorder characterized by involuntary movements or spasms of one or more muscles of the larynx (vocal folds or voice box) during speech.[1]
954,Spastic_dysphonia,Spasmodic dysphonia ,Spasmodic dysphonia (or laryngeal dystonia) is a voice disorder characterized by involuntary movements or spasms of one or more muscles of the larynx (vocal folds or voice box) during speech.[1]
955,Spastic_paraplegia_type_2_Xlinked,Hereditary spastic paraplegia ,"Hereditary spastic paraplegia (HSP), also known as hereditary spastic paraparesis, familial spastic paraplegias, French settlement disease, or Strumpell-Lorrain disease, is a group of inherited diseases whose main feature is progressive stiffness and contraction (spasticity) in the lower limbs,[1] as a result of damage to or dysfunction of the nerves.[2][3]"
956,Spastic_paraplegia_type_5A_recessive,Hereditary spastic paraplegia ,"Hereditary spastic paraplegia (HSP), also known as hereditary spastic paraparesis, familial spastic paraplegias, French settlement disease, or Strumpell-Lorrain disease, is a group of inherited diseases whose main feature is progressive stiffness and contraction (spasticity) in the lower limbs,[1] as a result of damage to or dysfunction of the nerves.[2][3]"
957,Spastic_paraplegia_type_5B_recessive,Hereditary spastic paraplegia ,"Hereditary spastic paraplegia (HSP), also known as hereditary spastic paraparesis, familial spastic paraplegias, French settlement disease, or Strumpell-Lorrain disease, is a group of inherited diseases whose main feature is progressive stiffness and contraction (spasticity) in the lower limbs,[1] as a result of damage to or dysfunction of the nerves.[2][3]"
958,Spermatogenesis_arrest,Spermatogenesis arrest ,"Spermatogenesis arrest is a complex process of interruption in the differentiation of germinal cells of specific cellular type, which elicits an altered spermatozoa formation. Spermatogenic arrest is usually due to genetic factors resulting in irreversible azoospermia. However some cases may be consecutive to hormonal, thermic, or toxic factors and may be reversible either spontaneously or after a specific treatment."
959,Spherocytosis,Spherocytosis ,"Spherocytosis is an auto-hemolytic anemia (a disease of the blood) characterized by the production of spherocytes - red blood cells (RBCs), or erythrocytes, that are sphere-shaped, rather than bi-concave disk shaped. Spherocytes are found in hereditary spherocytosis and autoimmune hemolytic anemia.[1]"
960,Spina_bifida,Spina bifida ,"Spina bifida (Latin: ""split spine"") is a birth defect where there is incomplete closing of the backbone and membranes around the spinal cord. There are three main types: spina bifida occulta, meningocele, and myelomeningocele.[1] The most common location is the lower back but rarely they may occur in the middle back or neck.[2] Occulta has no or only mild signs.[3] Signs may include a hairy patch, dimple, dark spot, or swelling on the back at the site of the gap in the spine. Meningocele typically causes mild problems with a sack of fluid present at the gap in the spine.[1] Myelomeningocele also known as open spina bifida is the most severe form. Associated problems include poor ability to walk, problems with bladder or bowel control, hydrocephalus, a tethered spinal cord, and latex allergy.[4] Learning problems are uncommon.[4]"
961,Spinal_cord_injury,Spinal cord injury ,"A spinal cord injury (SCI) is an injury to the spinal cord resulting in a change, either temporary or permanent, in the cord's normal motor, sensory, or autonomic function.[1] Common causes of damage are trauma (car accident, gunshot, falls, sports injuries, etc.) or disease (transverse myelitis, polio, spina bifida, Friedreich's ataxia, etc.). The spinal cord does not have to be severed in order for a loss of function to occur. Depending on where the spinal cord and nerve roots are damaged, the symptoms can vary widely, from pain to paralysis to incontinence.[2][3] Spinal cord injuries are described at various levels of ""incomplete"", which can vary from having no effect on the patient to a ""complete"" injury which means a total loss of function."
962,Spinal_cord_neoplasm,Spinal tumor ,Spinal tumors are neoplasms located in the spinal cord. Extradural tumors are more common than intradural neoplasms.
963,Spinal_muscular_atrophy_with_respiratory_distress_type_1,Distal spinal muscular atrophy type 1 ,"Distal spinal muscular atrophy type 1 (DSMA1), also known as spinal muscular atrophy with respiratory distress type 1 (SMARD1) and hereditary motor neuropathy type 6 (HMN6) — is a rare neuromuscular disorder involving death of motor neurons in the spinal cord which leads to a generalized progressive atrophy of body muscles."
964,Spinocerebellar_ataxia,Spinocerebellar ataxia ,"Spinocerebellar ataxia (SCA) or also known as Spinocerebellar atrophy or Spinocerebellar degeneration, is a progressive, degenerative,[1]genetic disease with multiple types, each of which could be considered a disease in its own right. An estimated 150,000 people in the United States are diagnosed with Spinocerebellar Ataxia. SCA's are the largest group of this hereditary, progressive, degenerative and often fatal neurodegenerative disorder. There is no known effective treatment or cure. Spinocerebellar Ataxia can affect anyone of any age. The disease is caused by either a recessive or dominant gene. In many times people are not aware that they carry the ataxia gene until they have children who begin to show signs of having the disorder.[2]"
965,Splenomegaly,Splenomegaly ,"Splenomegaly is an enlargement of the spleen. The spleen usually lies in the left upper quadrant (LUQ) of the human abdomen. It is one of the four cardinal signs of hypersplenism, some reduction in the number of circulating blood cells affecting granulocytes, erythrocytes or platelets in any combination; a compensatory proliferative response in the bone marrow; and the potential for correction of these abnormalities by splenectomy. Splenomegaly is usually associated with increased workload (such as in hemolytic anemias), which suggests that it is a response to hyperfunction. It is therefore not surprising that splenomegaly is associated with any disease process that involves abnormal red blood cells being destroyed in the spleen. Other common causes include congestion due to portal hypertension and infiltration by leukemias and lymphomas. Thus, the finding of an enlarged spleen, along with caput medusa, is an important sign of portal hypertension.[1]"
966,Splithand_deformity,Ectrodactyly ,"Ectrodactyly, split hand, cleft hand,[1] derived from the Greek ektroma (abortion) and daktylos (finger) = literally, abortion (of a) finger,[2] involves the deficiency or absence of one or more central digits of the hand or foot and is also known as split hand/split foot malformation (SHFM).[3] The hands and feet of people with ectrodactyly are often described as ""claw-like"" and may include only the thumb and one finger (usually either the little finger, ring finger, or a syndactyly of the two) with similar abnormalities of the feet.[4]"
967,Spondylarthropathy,Spondyloarthropathy ,"Spondyloarthropathy or spondyloarthrosis refers to any joint disease of the vertebral column.[1] As such, it is a class or category of diseases rather than a single, specific entity. It differs from spondylopathy, which is a disease of the vertebra itself. However, many conditions involve both spondylopathy and spondyloarthropathy."
968,Sporotrichosis,Sporotrichosis ,"Sporotrichosis (also known as ""Rose gardener's disease""[1]) is a disease caused by the infection of the fungus Sporothrix schenckii.[2] This fungal disease usually affects the skin, although other rare forms can affect the lungs, joints, bones, and even the brain. Because roses can spread the disease, it is one of a few diseases referred to as rose-thorn or rose-gardeners' disease.[3]"
969,Steatocystoma_multiplex,Steatocystoma multiplex ,"Steatocystoma multiplex, also known as epidermal polycystic disease and sebocystomatosis,[1]:781 is a benign, autosomal dominant congenital condition resulting in multiple cysts on a person's body."
970,Stomach_cancer,Stomach cancer ,"Stomach cancer, also known as gastric cancer, is cancer developing from the lining of the stomach.[1] Early symptoms may include heartburn, upper abdominal pain, nausea and loss of appetite. Later signs and symptoms may include weight loss, yellow skin, vomiting, difficulty swallowing, and blood in the stool among others.[2] The cancer may spread from the stomach to other parts of the body, particularly the liver, lungs, bones, lining of the abdomen and lymph nodes.[3]"
971,Strudwick_syndrome,Spondyloepimetaphyseal dysplasia ,Spondyloepimetaphyseal dysplasia is a genetic condition affecting the bones.[1]
972,Strychnine_poisoning,Strychnine poisoning ,"Strychnine poisoning can be fatal to humans and other animals and can occur by inhalation, swallowing or absorption through eyes or mouth. It produces some of the most dramatic and painful symptoms of any known toxic reaction. For this reason, strychnine poisoning is often portrayed in literature and film."
973,Sucrose_intolerance,Sucrose intolerance ,"Sucrose intolerance, also called congenital sucrase-isomaltase deficiency (CSID)[1] or sucrase-isomaltase deficiency,[2] is the condition in which sucrase, an enzyme needed for proper metabolism of sucrose (sugar), is not produced in the small intestine."
974,Supranuclear_ocular_palsy,Progressive supranuclear palsy ,"Progressive supranuclear palsy (PSP; or the Steele-Richardson-Olszewski syndrome, after the physicians who described it in 1963) is a degenerative disease involving the gradual deterioration and death of specific volumes of the brain.[1][2]"
975,Swimmers_ear,Otitis externa ,"Otitis externa (also known as external otitis[1] and swimmer's ear[1]) is an inflammation of the outer ear and ear canal. Along with otitis media, external otitis is one of the two human conditions commonly called ""earache"". It also occurs in many other species. Inflammation of the skin of the ear canal is the essence of this disorder. The inflammation can be secondary to dermatitis (eczema) only, with no microbial infection, or it can be caused by active bacterial or fungal infection. In either case, but more often with infection, the ear canal skin swells and may become painful or tender to touch."
976,Swine_influenza,Swine influenza ,"Swine influenza, also called pig influenza, swine flu, hog flu and pig flu, is an infection caused by any one of several types of swine influenza viruses. Swine influenza virus (SIV) or swine-origin influenza virus (S-OIV) is any strain of the influenza family of viruses that is endemic in pigs.[2] As of 2009, the known SIV strains include influenza C and the subtypes of influenza A known as H1N1, H1N2, H2N1, H3N1, H3N2, and H2N3."
977,Syndactyly_type_5,Syndactyly ,"Syndactyly (from Greek s<U+03C5><U+03BD>- meaning ""together"" and da<U+03BA>t<U+03C5><U+03BB><U+03BF><U+03C2> meaning ""finger"") is a condition wherein two or more digits are fused together. It occurs normally in some mammals, such as the siamang and kangaroo, but is an unusual condition in humans.."
978,Synovial_sarcoma,Synovial sarcoma ,"A synovial sarcoma (also known as: malignant synovioma[1]) is a rare form of cancer which usually occurs near to the joints of the arm, neck or leg. It is one of the soft tissue sarcomas. It is one of the rarest forms of soft tissue cancer in the world."
979,Synovialosarcoma,Synovial sarcoma ,"A synovial sarcoma (also known as: malignant synovioma[1]) is a rare form of cancer which usually occurs near to the joints of the arm, neck or leg. It is one of the soft tissue sarcomas. It is one of the rarest forms of soft tissue cancer in the world."
980,Synpolydactyly,Synpolydactyly ,Synpolydactyly is a joint presentation of syndactyly (fusion of digits) and polydactyly (production of supernumerary digits). This is often a result of a mutation in the HOX D13 gene.[1]
